Molecule ChEMBL ID,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Smiles
CHEMBL5921291,583.73,6.63,2.0,IC50,'=',5.0,nM,8.3,CC[C@@H](Nc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4ncsc34)cc12)c1ccccc1
CHEMBL5881396,618.33,7.73,2.0,IC50,'=',80.0,nM,7.1,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cnc(Cl)cc2Cl)NN1
CHEMBL5854771,521.39,5.61,2.0,IC50,'=',9.0,nM,8.05,Cc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CNNN2)cn1
CHEMBL4856453,443.46,4.34,0.0,IC50,'=',33.1,nM,7.48,COc1ccc(-c2coc3cc(OCC(=O)N/C=C\c4ccc(O)cc4)ccc3c2=O)cc1
CHEMBL6001372,641.53,7.83,2.0,IC50,'=',17.0,nM,7.77,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(Cl)c4ncccc34)cc12
CHEMBL5779120,589.12,6.45,2.0,IC50,'=',14.0,nM,7.85,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN([C@@H](C)CF)NN3)cccc12
CHEMBL5776043,552.04,4.28,1.0,IC50,'=',750.0,nM,6.12,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1OC(COC)CN(C)C
CHEMBL5851317,613.72,4.46,2.0,IC50,'=',300.0,nM,6.52,C=CC(=O)Nc1cc(Nc2ncc(C(=O)O[C@@H]3CCOC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5942334,633.63,6.64,2.0,IC50,'=',3.0,nM,8.52,CC(C)(CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4ncccc34)cc12)C(F)(F)F
CHEMBL5864922,547.64,5.41,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN([C@@H]4C[C@@H]4F)NN3)c3cccc4ncccc34)cc12
CHEMBL5974536,558.66,5.15,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(C)n(C5CC5)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL6048747,488.6,2.03,0.0,IC50,'=',61.8,nM,7.21,CN1CCN(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3CC(C)(C)O)CC1
CHEMBL5968167,514.63,3.76,1.0,IC50,'=',2.4,nM,8.62,COc1ccncc1-c1cc(C(=O)/N=c2\[nH]c3cc(C4CCN(C)CC4)ccc3n2CC(C)(C)O)ccn1
CHEMBL5203821,550.67,5.03,2.0,IC50,'=',360.0,nM,6.44,COc1cc(N(C)CCN(C)C)c(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1
CHEMBL5209075,585.11,5.69,2.0,IC50,'=',420.0,nM,6.38,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccnc(Cl)c2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1
CHEMBL5953740,518.04,3.92,1.0,IC50,'=',0.5,nM,9.3,COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL6014342,560.08,4.1,1.0,IC50,'=',0.3,nM,9.52,COc1cc(N2CCC(NC(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL6029655,444.44,3.42,0.0,IC50,'=',26.9,nM,7.57,COCCOc1cnccc1-c1[nH]c2c(c1Nc1ccc(F)c(F)c1OC)C(=O)NCC2
CHEMBL6013580,478.51,0.22,0.0,IC50,'=',5500.0,nM,5.26,CC#CC(=O)N1CC[C@@H](Nc2nnc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1
CHEMBL6012901,563.71,2.99,1.0,IC50,'=',5500.0,nM,5.26,CCC(=O)N1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)N5CCCCC5)C4)nnc3C(N)=O)cc2)CC1
CHEMBL5782603,587.05,6.04,2.0,IC50,'=',64.0,nM,7.19,COc1cc([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)ccn1
CHEMBL5982895,643.01,7.02,2.0,IC50,'=',5.0,nM,8.3,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=C(F)N(C2(C(F)F)CC2)NN1
CHEMBL5928047,655.08,7.88,2.0,IC50,'=',17.0,nM,7.77,CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=C(F)N(C4(C(F)(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1
CHEMBL5833896,593.0,6.38,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=C(F)N(C2CC2)NN1
CHEMBL6034137,607.03,6.77,2.0,IC50,'=',3.0,nM,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=C(F)N(C2(C)CC2)NN1
CHEMBL5773929,513.0,5.31,2.0,IC50,'=',4.0,nM,8.4,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(F)N(C)NN1
CHEMBL5771119,591.64,5.37,2.0,IC50,'=',3.0,nM,8.52,COC1=C([C@@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NNN1C1(C(F)F)CC1
CHEMBL5746961,577.11,5.91,2.0,IC50,'=',2.0,nM,8.7,COC1=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NNN1C12CC(C1)C2
CHEMBL5817539,557.65,5.57,2.0,IC50,'=',4.0,nM,8.4,Cc1ccc([C@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)F)CC3)NN2)c(C)n1
CHEMBL5993116,549.61,5.25,2.0,IC50,'=',4.0,nM,8.4,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(CC(C)(F)F)NN1
CHEMBL6046237,649.63,5.94,2.0,IC50,'=',3.0,nM,8.52,CC(C)(CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4c(=O)[nH]ccc34)cc12)C(F)(F)F
CHEMBL5950205,539.66,5.4,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(CC2(C)CC2)NN1
CHEMBL5741712,577.62,5.25,2.0,IC50,'=',10.0,nM,8.0,COc1ncccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5788798,551.07,5.17,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C)COC2)NN1
CHEMBL5828230,627.68,5.7,2.0,IC50,'=',6.0,nM,8.22,Cn1c(=O)ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc21
CHEMBL5872120,581.67,6.35,2.0,IC50,'=',5.0,nM,8.3,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C(C)(C)C(F)F)NN3)c3cccc4ncccc34)cc12
CHEMBL6020494,605.7,6.79,2.0,IC50,'=',484.0,nM,6.32,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C45CC(C4)C5)NN3)c3cccc4nc(C(F)F)ccc34)cc12
CHEMBL6018816,557.71,6.16,2.0,IC50,'=',3.0,nM,8.52,Cc1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)CC4)NN3)cccc2n1
CHEMBL6000425,663.15,7.58,2.0,IC50,'=',13.0,nM,7.89,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)C3=CN(C4(C5CC5)CC4)NN3)cccc12
CHEMBL6052966,637.11,7.19,2.0,IC50,'=',11.0,nM,7.96,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc12
CHEMBL5892362,673.09,7.43,2.0,IC50,'=',7.0,nM,8.15,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc12
CHEMBL5907571,651.72,7.57,2.0,IC50,'=',7.0,nM,8.15,CC[C@@H](Nc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncsc34)cc12)c1ccccc1
CHEMBL5854469,678.09,6.58,2.0,IC50,'=',4.0,nM,8.4,Cc1nc(F)ccc1C(O)(Nc1cc(Cl)c2ncc(C#N)c(N[C@H](CCC#N)c3ccccc3)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5764261,567.7,5.87,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(CF)CC4)NN3)c3cccc4ncsc34)cc12
CHEMBL5916404,702.69,8.49,2.0,IC50,'=',13.0,nM,7.89,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3ccc4ncsc4c3)NN2)CC1
CHEMBL5780557,701.7,9.09,2.0,IC50,'=',10.0,nM,8.0,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3ccc4sccc4c3)NN2)CC1
CHEMBL6033429,585.67,4.83,3.0,IC50,'=',2.0,nM,8.7,CN1NNc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21
CHEMBL5864399,532.07,4.19,1.0,IC50,'=',0.4,nM,9.4,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4NS(C)(=O)=O)n3)c(OC)c2)CC1
CHEMBL5745490,576.12,4.2,1.0,IC50,'=',0.3,nM,9.52,COCCNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4NS(C)(=O)=O)n3)c(OC)c2)CC1
CHEMBL5799859,687.27,5.52,3.0,IC50,'=',110.0,nM,6.96,COc1cc(N2CCN(C3CCN(C(=O)OC(C)(C)C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL6006814,547.57,5.24,2.0,IC50,'=',5132.0,nM,5.29,COc1cc(OC2CCN(C)CC2(F)F)c2c(Nc3ccc(Oc4ccn5ncnc5c4)c(C)c3)ncnc2c1
CHEMBL5950707,637.09,7.58,2.0,IC50,'=',7.0,nM,8.15,CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1
CHEMBL5931977,579.1,5.94,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4c3CNC4)cc12
CHEMBL5768250,534.59,5.42,2.0,IC50,'=',75.0,nM,7.12,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1OCCOC
CHEMBL5791264,528.66,4.95,1.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3ccc4cnn(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4471155,517.41,4.9,1.0,IC50,'=',31.7,nM,7.5,C=CC(=O)N(c1ccc(Cl)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
CHEMBL5870141,547.08,5.93,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2CC23CC3)NN1
CHEMBL5913601,601.13,5.89,2.0,IC50,'=',3.0,nM,8.52,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(CF)CC4)NN3)cccc2c1=O
CHEMBL5772398,589.12,5.75,2.0,IC50,'=',4.0,nM,8.4,C[C@@H](CF)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2cccc3c(=O)n(C)ccc23)NN1
CHEMBL5852605,581.12,5.93,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C45CC(C4)C5)NN3)c3cccc4c(=O)[nH]ccc34)cc12
CHEMBL6033348,583.14,5.94,2.0,IC50,'=',2.0,nM,8.7,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CCC4)NN3)cccc2c1=O
CHEMBL5805206,559.04,6.04,2.0,IC50,'=',6.0,nM,8.22,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(CC(C)(F)F)NN1
CHEMBL5792679,714.72,8.21,2.0,IC50,'=',72.0,nM,7.14,CCN1Cc2ccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CN(C4CCN(C(C)(C)C)CC4)NN3)cc2C1
CHEMBL5883991,602.15,6.3,2.0,IC50,'=',1.0,nM,9.0,N#CCC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4c3CNC4)cc12)c1ccccc1
CHEMBL6006209,605.09,6.18,2.0,IC50,'=',4.0,nM,8.4,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4c(=O)[nH]ccc34)cc12
CHEMBL5918098,366.43,4.32,0.0,IC50,'=',11.0,nM,7.96,CC(Nc1c(C#N)cnc2ccc(-c3cnc(N)nc3)cc12)c1ccccc1
CHEMBL5811425,561.11,6.32,2.0,IC50,'=',5.0,nM,8.3,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(C2CC2)N(C2CC2)NN1
CHEMBL6007318,611.19,6.99,2.0,IC50,'=',2.0,nM,8.7,CC(C)n1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)CC4)NN3)cccc2c1=O
CHEMBL6050763,583.14,5.94,2.0,IC50,'=',2.0,nM,8.7,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)CC4)NN3)cccc2c1=O
CHEMBL5831206,587.05,6.04,2.0,IC50,'=',23.0,nM,7.64,COc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5926535,495.01,5.01,1.0,IC50,'=',22.0,nM,7.66,Cc1nc(F)ccc1C(Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C)NN1
CHEMBL5741920,577.08,6.39,2.0,IC50,'=',9.0,nM,8.05,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(CF)CF)NN3)c3cccc4ncccc34)cc12
CHEMBL5844276,651.62,6.78,2.0,IC50,'=',3.0,nM,8.52,CC(C)(CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3ccc(F)c4ncccc34)cc12)C(F)(F)F
CHEMBL5838142,579.66,6.1,2.0,IC50,'=',6.0,nM,8.22,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3ccc4cccnc4c3)cc12
CHEMBL5785289,589.04,6.32,2.0,IC50,'=',9644.0,nM,5.02,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1F)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5835804,,,,IC50,'=',5.0,nM,8.3,
CHEMBL5777803,609.66,6.5,2.0,IC50,'=',4.0,nM,8.4,CC[C@@H](Nc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1
CHEMBL5887123,563.63,5.64,2.0,IC50,'=',7.0,nM,8.15,CCC(F)(F)CN1C=C([C@@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NN1
CHEMBL5895880,593.63,5.94,2.0,IC50,'=',6.0,nM,8.22,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(CC2(C(F)(F)F)CC2)NN1
CHEMBL5986263,579.61,5.69,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=CN(C2(C)CC2)NN1
CHEMBL5946968,623.63,6.38,2.0,IC50,'=',8.0,nM,8.1,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=C(F)N(C2(C3CC3)CC2)NN1
CHEMBL5794723,569.66,5.84,2.0,IC50,'=',4.0,nM,8.4,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(F)N(C2(C3CC3)CC2)NN1
CHEMBL5770582,639.69,5.7,2.0,IC50,'=',1.0,nM,9.0,Cn1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc2c1=O
CHEMBL6020997,569.11,6.26,2.0,IC50,'=',6.0,nM,8.22,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)cccc12
CHEMBL5830978,714.68,7.46,2.0,IC50,'=',11.0,nM,7.96,CN1Cc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CN(C4CCN(C(C)(C)C)CC4)NN3)c2C1=O
CHEMBL5903081,605.46,4.74,2.0,IC50,'=',3.0,nM,8.52,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CNNN3)c3cccc4c3CN(C(=O)CO)C4)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL5846022,704.71,8.35,2.0,IC50,'=',4.0,nM,8.4,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cccc4c3SCN4)NN2)CC1
CHEMBL5879075,686.67,7.48,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cccc4c3CNC4)NN2)CC1
CHEMBL5981434,605.53,7.63,2.0,IC50,'=',11.0,nM,7.96,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2ccc3ncsc3c2)NN1
CHEMBL5867406,468.53,4.45,0.0,IC50,'=',0.268,nM,9.57,CCOc1c(F)cccc1Nc1c(-c2ccncc2OCC(C)(C)OC)[nH]c2c1C(=O)NCC2
CHEMBL5971875,366.43,4.32,0.0,IC50,'=',11.0,nM,7.96,C[C@@H](Nc1c(C#N)cnc2ccc(-c3cnc(N)nc3)cc12)c1ccccc1
CHEMBL5743153,547.64,3.28,1.0,IC50,'=',3000.0,nM,5.52,C=CC(=O)Nc1cccc(Nn2cc3c(c2F)NCC(=O)C3Nc2ccc(N3CCN(CC(C)O)CC3)cc2)c1
CHEMBL6055068,461.48,3.41,0.0,IC50,'=',1532.0,nM,5.82,C=CC(=O)Nc1cccc(Nc2nc3c(c(Oc4ccc(OCCOC)cc4)n2)C(=O)NC3)c1
CHEMBL5786389,445.31,4.46,0.0,IC50,'=',16.0,nM,7.8,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1
CHEMBL6037302,478.49,4.93,0.0,IC50,'=',550.0,nM,6.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCN=[N+]=[N-])cc3)ncc2F)c1
CHEMBL6043477,467.53,3.48,0.0,IC50,'=',354.0,nM,6.45,CC#CC(=O)N(C)[C@@H](C)c1nc(-c2ccc(C(=O)Nc3ccc(C)cn3)cc2)c2c(N)nccn12
CHEMBL5757940,453.51,3.17,0.0,IC50,'=',123.0,nM,6.91,CC#CC(=O)N(C)[C@@H](C)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
CHEMBL6055510,507.48,3.85,1.0,IC50,'=',327.0,nM,6.49,CC#CC(=O)N[C@@H](C)c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)nccn12
CHEMBL5947282,610.74,7.09,2.0,IC50,'=',1.79,nM,8.75,COc1cc(N2CCC3(CC2)CN(C)C3)c(C)cc1Nc1ncc(C2CC2)c(Nc2ccc3ccccc3c2P(C)(C)=O)n1
CHEMBL6003119,662.78,7.83,2.0,IC50,'=',32.0,nM,7.5,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cc(Br)cnc2Cl)NN1
CHEMBL5902883,295.34,3.54,0.0,IC50,'=',226.0,nM,6.65,Cc1nc(N(C)c2ccc3c(c2)OCC3)c2cc(C)oc2n1
CHEMBL5970630,439.93,4.33,0.0,IC50,'=',110.0,nM,6.96,CS(=O)(=O)Nc1cc(-c2ccc3ncnc(NCc4ccccc4)c3c2)cnc1Cl
CHEMBL5874020,585.69,5.27,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cc(F)c4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5837076,619.1,7.18,2.0,IC50,'=',4.0,nM,8.4,CC(C)(CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C45CC(C4)C5)NN3)c3cccc4ncccc34)cc12)C(F)(F)F
CHEMBL6033422,559.68,5.47,2.0,IC50,'=',3.0,nM,8.52,COc1nccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)cccc12
CHEMBL5771634,604.73,5.88,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(OC(C)C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5787380,592.75,5.81,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(SC)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5175924,381.44,4.34,0.0,IC50,'=',220.0,nM,6.66,CC#CC(=O)Nc1ccc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1
CHEMBL5207949,323.58,4.12,0.0,IC50,'=',3.63,nM,8.44,Clc1ccc(Nc2ncnc3[nH]ccc23)cc1Br
CHEMBL5821647,482.98,4.93,0.0,IC50,'=',10.0,nM,8.0,C[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CNNN3)c3cccnc3)cc12)c1ccccc1
CHEMBL5408255,679.57,5.63,2.0,IC50,'=',152.0,nM,6.82,CCOC(=O)c1c(-n2ccnc2)nc2ccc(Br)cc2c1N1CCN(c2ccccc2NS(=O)(=O)c2ccc(F)cc2)CC1
CHEMBL5925537,440.55,1.62,0.0,IC50,'=',5500.0,nM,5.26,CN(C)Cc1ccc(Nc2nc(N3CCC[C@@H](NC(=O)N(C)C)C3)cnc2C(N)=O)cc1
CHEMBL5797137,454.54,1.26,0.0,IC50,'=',5500.0,nM,5.26,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C(=O)N(C)C)cc3)n2)C1
CHEMBL5832906,494.6,1.68,0.0,IC50,'=',5500.0,nM,5.26,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4(C(=O)N(C)C)CC4)cc3)n2)C1
CHEMBL5835276,478.6,2.12,0.0,IC50,'=',550.0,nM,6.26,CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5CCNCC5)cc4)n3)C2)C1=O
CHEMBL5918833,453.45,4.13,0.0,IC50,'=',28500.0,nM,4.54,C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Oc4cccc(OC(F)F)c4)nc3)c2)C1
CHEMBL6013340,388.44,2.19,0.0,IC50,'=',54.9,nM,7.26,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Nc4cccc(C)n4)nc3)n2)C1
CHEMBL5808896,440.48,3.67,0.0,IC50,'=',29.3,nM,7.53,CCOc1c(F)cccc1Nc1c(-c2ccncc2OCCOC)[nH]c2c1C(=O)NCC2
CHEMBL6056654,583.52,7.18,2.0,IC50,'=',4.0,nM,8.4,Cc1ncsc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cccc(Cl)c3F)c2c1)C1=CN(C(C)(C)C)NN1
CHEMBL5829626,459.33,4.85,0.0,IC50,'=',130.0,nM,6.89,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1
CHEMBL6060509,593.06,6.99,2.0,IC50,'=',9.0,nM,8.05,CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(C)C(F)(F)F)NN3)c3cccnc3)cc12)c1ccccc1
CHEMBL5906294,537.07,6.2,2.0,IC50,'=',2.0,nM,8.7,CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccnc3)cc12)c1ccccc1
