Molecule ChEMBL ID,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Smiles
CHEMBL248045,315.38,4.08,0.0,IC50,'=',2580.0,nM,5.59,COc1ccc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2c1
CHEMBL5960825,383.45,4.28,0.0,IC50,'=',67.4,nM,7.17,O=C(/N=c1\[nH]c2ccccc2n1C1CCCC1)c1ccnc(-c2cccnc2)c1
CHEMBL4060919,362.44,2.35,0.0,IC50,'=',20.0,nM,7.7,C=CC(=O)N1CCC[C@@H](n2nc(Cc3ccccc3)c3c(N)ncnc32)C1
CHEMBL4103201,388.44,2.3,0.0,IC50,'=',10.0,nM,8.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1
CHEMBL4094527,272.31,0.76,0.0,IC50,'=',2500.0,nM,5.6,C=CC(=O)N1CCC[C@@H](n2ncc3c(N)ncnc32)C1
CHEMBL4081698,350.43,2.65,0.0,IC50,'=',4700.0,nM,5.33,CCC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1
CHEMBL4084214,368.42,2.79,0.0,IC50,'=',3400.0,nM,5.47,CCC(=O)N1CCC[C@@H](n2nc(-c3cccc(F)c3)c3c(N)ncnc32)C1
CHEMBL2180204,416.41,3.44,0.0,IC50,'=',30.0,nM,7.52,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1
CHEMBL4063701,418.42,3.67,0.0,IC50,'=',5900.0,nM,5.23,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(C(F)(F)F)cc3)c3c(N)ncnc32)C1
CHEMBL4075015,441.54,3.64,0.0,IC50,'=',270.0,nM,6.57,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(N(C)C)c4ccccc34)c3c(N)ncnc32)C1
CHEMBL4073874,405.51,2.36,0.0,IC50,'=',3000.0,nM,5.52,CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1
CHEMBL4073960,416.46,3.72,0.0,IC50,'=',20.0,nM,7.7,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)c4ccccc34)c3c(N)ncnc32)C1
CHEMBL1873475,440.51,4.22,0.0,IC50,'=',120.0,nM,6.92,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CHEMBL4100655,366.4,2.56,0.0,IC50,'=',230.0,nM,6.64,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(F)c3)c3c(N)ncnc32)C1
CHEMBL4101735,473.5,3.38,0.0,IC50,'=',7300.0,nM,5.14,CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1
CHEMBL4099254,312.38,1.64,0.0,IC50,'=',700.0,nM,6.16,C=CC(=O)N1CCC[C@@H](n2nc(C3CC3)c3c(N)ncnc32)C1
CHEMBL3425658,641.09,5.88,3.0,IC50,'=',1800.0,nM,5.75,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cccc([N+](=O)[O-])c3)c2)n1
CHEMBL3425661,597.08,5.37,2.0,IC50,'=',150.0,nM,6.82,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccncc3)c2)n1
CHEMBL248220,421.5,5.66,1.0,IC50,'=',1610.0,nM,5.79,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCc1ccccc1
CHEMBL4097770,568.73,4.55,1.0,IC50,'=',377.0,nM,6.42,CCC(=O)N1CC[C@H](N2C(=O)N(c3ccc(C)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1
CHEMBL2316156,364.44,4.93,0.0,IC50,'=',18600.0,nM,4.73,COc1ccc(/C=C2\CCC/C(=C\c3cc(OC)cc(OC)c3)C2=O)cc1
CHEMBL2316140,334.42,4.92,0.0,IC50,'=',1600.0,nM,5.8,COc1cc(/C=C2\CCC/C(=C\c3ccccc3)C2=O)cc(OC)c1
CHEMBL2347965,464.53,5.66,1.0,IC50,'=',29.0,nM,7.54,CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL2347966,507.59,5.2,2.0,IC50,'=',48.0,nM,7.32,CN(C)CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL2337373,275.32,3.44,0.0,IC50,'=',147.0,nM,6.83,Nc1nc(Nc2ccccc2)c2c(n1)[nH]c1ccccc12
CHEMBL3741796,420.9,5.14,1.0,IC50,'=',5670.0,nM,5.25,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(C)cc3)ncc2Cl)c1
CHEMBL3741436,467.94,4.52,0.0,IC50,'=',790.0,nM,6.1,CN(C)C/C=C/C(=O)Nc1cccc(Nc2nc(N/N=C/c3ccccc3F)ncc2Cl)c1
CHEMBL3741219,579.11,6.38,2.0,IC50,'=',880.0,nM,6.06,CN(C)C/C=C/C(=O)Nc1cccc(Nc2nc(N/N=C/c3cn(Cc4ccccc4)c4ccccc34)ncc2Cl)c1
CHEMBL1645465,363.42,1.96,0.0,IC50,'=',670.0,nM,6.17,C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1
CHEMBL2346678,422.49,5.28,1.0,IC50,'=',203.0,nM,6.69,Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL4293051,570.65,3.15,2.0,IC50,'=',2.0,nM,8.7,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL2335377,427.28,4.37,0.0,IC50,'=',85900.0,nM,4.07,Nc1nc(Nc2ccc(F)c(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1
CHEMBL2335379,354.42,3.45,0.0,IC50,'=',19900.0,nM,4.7,C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccn4)cc23)c1
CHEMBL4075892,282.33,3.27,0.0,IC50,'=',100000.0,nM,4.0,c1csc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1
CHEMBL4087489,331.38,2.47,0.0,IC50,'=',86297.85,nM,4.06,C1=CC2=C(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)CNC2C=C1
CHEMBL4103912,517.61,4.65,1.0,IC50,'=',166.3,nM,6.78,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4070454,428.5,6.66,1.0,IC50,'=',13.6,nM,7.87,Oc1ccc(-c2nc(-c3ccccc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1
CHEMBL4097627,446.49,6.8,1.0,IC50,'=',30.4,nM,7.52,Oc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1
CHEMBL4064224,297.75,4.01,0.0,IC50,'=',525.0,nM,6.28,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(Cl)c23)c1
CHEMBL4061829,398.44,4.96,0.0,IC50,'=',12.5,nM,7.9,OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1
CHEMBL388978,466.54,4.35,0.0,IC50,'=',0.38,nM,9.42,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL3954684,459.43,5.12,1.0,IC50,'=',20.0,nM,7.7,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1
CHEMBL3985134,490.44,5.18,1.0,IC50,'=',65.0,nM,7.19,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1
CHEMBL3891187,459.43,5.12,1.0,IC50,'=',200.0,nM,6.7,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1
CHEMBL939,446.91,4.28,0.0,IC50,'=',0.17,nM,9.77,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL327127,427.29,4.54,0.0,IC50,'=',82.0,nM,7.09,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21
CHEMBL94062,397.23,3.07,0.0,IC50,'=',2.0,nM,8.7,O=C(C#CCO)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL81073,395.42,3.89,0.0,IC50,'=',7100.0,nM,5.15,COc1cc2ncc(C#N)c(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC
CHEMBL328216,330.19,3.3,0.0,IC50,'=',0.12,nM,9.92,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N
CHEMBL3263373,461.63,7.45,1.0,IC50,'=',650.0,nM,6.19,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1C
CHEMBL3263380,399.52,5.24,1.0,IC50,'=',120.0,nM,6.92,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1C
CHEMBL2322329,558.99,5.87,2.0,IC50,'=',4.6,nM,8.34,CN(C)C/C=C/C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21
CHEMBL180022,557.05,5.93,2.0,IC50,'=',66.0,nM,7.18,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL474323,337.35,4.24,0.0,IC50,'=',533.0,nM,6.27,COc1cc2ncnc(-c3c[nH]c4cc(F)c(C)cc34)c2cc1OC
CHEMBL1928309,404.88,5.8,1.0,IC50,'=',16.6,nM,7.78,O=C(c1cc2ccccc2[nH]1)c1cc2c(Nc3cccc(Cl)c3)ncnc2s1
CHEMBL554,581.07,6.14,2.0,IC50,'=',8.9,nM,8.05,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL1944931,517.61,4.8,1.0,IC50,'=',92400.0,nM,4.03,CCOC(=O)c1ccc(NC(=O)CSc2nnc(CNc3ccc(OC)cc3)n2-c2ccccc2)cc1
CHEMBL1946843,541.18,4.2,1.0,IC50,'=',6500.0,nM,5.19,CN(C)c1nc(N/N=C/c2cc(Br)c(O)c(Br)c2O)nc(Nc2ccc(F)cc2)n1
CHEMBL1946846,364.84,2.02,0.0,IC50,'=',1500.0,nM,5.82,COc1nc(NCCN2CCOCC2)nc(Nc2ccc(Cl)cc2)n1
CHEMBL1944920,260.25,0.57,0.0,IC50,'=',8900.0,nM,5.05,Cn1cc(NC(=O)/C=N/O)c(=O)n1-c1ccccc1
CHEMBL1944923,477.5,3.83,0.0,IC50,'=',23500.0,nM,4.63,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(C(=O)O)cc2)cc1
CHEMBL158805,678.79,6.73,2.0,IC50,'=',5300.0,nM,5.28,Cn1c(SSc2c(C(=O)NCc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)NCc2ccc(C(=O)O)cc2)c2ccccc21
CHEMBL1828868,327.76,2.53,0.0,IC50,'=',5930.0,nM,5.23,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1
CHEMBL1828876,368.25,2.81,0.0,IC50,'=',18350.0,nM,4.74,Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(Br)cc2)cc1
CHEMBL1828883,339.8,2.4,0.0,IC50,'=',32850.0,nM,4.48,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1
CHEMBL5087264,568.02,5.11,2.0,IC50,'=',4.4,nM,8.36,COc1cc(N2CCOCC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
CHEMBL387187,413.4,5.33,1.0,IC50,'=',21.0,nM,7.68,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1
CHEMBL399735,381.44,4.79,0.0,IC50,'=',921.0,nM,6.04,COc1cc2ncnc(Nc3cccc(C#Cc4ccccc4)c3)c2cc1OC
CHEMBL251498,396.85,3.85,0.0,IC50,'=',50.3,nM,7.3,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl
CHEMBL249921,341.77,3.9,0.0,IC50,'=',185.8,nM,6.73,OCCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL148984,402.45,4.51,0.0,IC50,'=',22800.0,nM,4.64,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)cc1
CHEMBL4441404,361.38,0.93,0.0,IC50,'=',710.0,nM,6.15,COc1ccc(/C(CSc2nc3[nH]c(=O)n(C)c(=O)c3[nH]2)=N\O)cc1
CHEMBL4529183,365.8,1.57,0.0,IC50,'=',820.0,nM,6.09,Cn1c(=O)[nH]c2nc(SC/C(=N/O)c3ccc(Cl)cc3)[nH]c2c1=O
CHEMBL607707,467.93,5.1,1.0,IC50,'=',34.9,nM,7.46,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL3353410,499.62,4.51,0.0,IC50,'=',1.8,nM,8.74,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3786343,486.6,5.1,1.0,IC50,'=',12.7,nM,7.9,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1
CHEMBL232082,470.56,3.76,0.0,IC50,'=',170.0,nM,6.77,CN1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1
CHEMBL391321,431.48,3.09,0.0,IC50,'=',45.0,nM,7.35,OCCNCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12
CHEMBL328295,266.26,3.28,0.0,IC50,'=',5000.0,nM,5.3,O=[N+]([O-])c1ccc2ncnc(Nc3ccccc3)c2c1
CHEMBL103864,288.35,4.24,0.0,IC50,'=',50.0,nM,7.3,C[C@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1
CHEMBL309016,195.17,1.65,0.0,IC50,'=',7900.0,nM,5.1,COc1cc(/C=C/[N+](=O)[O-])ccc1O
CHEMBL162034,387.29,3.5,0.0,IC50,'=',1.1,nM,8.96,CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL4278325,572.67,3.4,2.0,IC50,'=',17.0,nM,7.77,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1
CHEMBL1914654,429.29,4.64,0.0,IC50,'=',3.8,nM,8.42,Br.C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(F)cc1
CHEMBL1914656,425.33,4.81,0.0,IC50,'=',450.0,nM,6.35,Br.Cc1ccc([C@@H](C)Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)cc1
CHEMBL1914657,479.3,5.52,1.0,IC50,'=',4608.0,nM,5.34,Br.CC(Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(C(F)(F)F)cc1
CHEMBL1914668,332.38,4.94,0.0,IC50,'=',6.6,nM,8.18,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(F)cc3)cc12)c1ccccc1
CHEMBL1914673,411.28,5.7,1.0,IC50,'=',29.0,nM,7.54,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(Br)cc3)cc12)c1ccc(F)cc1
CHEMBL79215,465.59,6.1,1.0,IC50,'=',1.0,nM,9.0,c1ccc(NCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2cccc2)cc1
CHEMBL77688,365.32,2.11,0.0,IC50,'=',310.0,nM,6.51,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)c(O)c1
CHEMBL330879,390.46,4.24,0.0,IC50,'=',6600.0,nM,5.18,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc3ccccc3c2)c1O
CHEMBL155293,706.85,7.34,3.0,IC50,'=',7400.0,nM,5.13,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1
CHEMBL420624,315.17,3.72,0.0,IC50,'=',0.1,nM,10.0,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1
CHEMBL93783,456.34,3.55,0.0,IC50,'=',14.0,nM,7.85,CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO
CHEMBL59099,348.41,2.36,0.0,IC50,'=',45000.0,nM,4.35,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
CHEMBL345837,650.74,7.37,2.0,IC50,'=',12000.0,nM,4.92,Cn1c(SSc2c(C(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2C)c(C(=O)Nc2cccc(C(=O)O)c2)c2ccccc21
CHEMBL3393072,404.29,2.89,0.0,IC50,'=',8490.0,nM,5.07,O=C(Cc1c[nH]c2ccccc12)NNC(=S)Nc1ncccc1Br
CHEMBL92937,344.22,3.76,0.0,IC50,'=',0.69,nM,9.16,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N
CHEMBL301018,333.75,4.18,0.0,IC50,'=',9.0,nM,8.05,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC
CHEMBL266995,287.7,3.67,0.0,IC50,'=',8.0,nM,8.1,Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1
CHEMBL144842,476.49,2.43,1.0,IC50,'=',9000.0,nM,5.05,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL258270,523.0,3.27,1.0,IC50,'=',3.0,nM,8.52,CC(=O)N1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1
CHEMBL92902,438.33,4.34,0.0,IC50,'=',115.0,nM,6.94,CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1
CHEMBL4460897,466.95,4.89,0.0,IC50,'=',8770.0,nM,5.06,Cc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2)cc1
CHEMBL4455321,390.85,3.13,0.0,IC50,'=',30450.0,nM,4.52,Cn1cc(NC(=O)c2cccc(NS(=O)(=O)c3ccc(Cl)cc3)c2)cn1
CHEMBL4545086,500.61,3.9,1.0,IC50,'=',2100.0,nM,5.68,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4449391,603.15,4.0,1.0,IC50,'=',4.0,nM,8.4,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4531697,693.61,4.88,1.0,IC50,'=',33.0,nM,7.48,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4448107,585.71,4.42,1.0,IC50,'=',2.0,nM,8.7,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL1229592,494.98,4.55,0.0,IC50,'=',120.0,nM,6.92,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
CHEMBL217092,542.04,3.94,1.0,IC50,'=',2590.0,nM,5.59,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
CHEMBL1203935,431.82,5.33,1.0,IC50,'=',8.95,nM,8.05,CCOc1cc2ncnc(Nc3cc(F)cc(C(F)(F)F)c3)c2cc1OCC.Cl
CHEMBL331026,380.43,2.96,0.0,IC50,'=',75000.0,nM,4.12,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O
CHEMBL116423,200.2,1.84,0.0,IC50,'=',13000.0,nM,4.89,Cc1cc(C=C(C#N)C#N)cc(O)c1O
CHEMBL333272,252.28,1.93,0.0,IC50,'=',5900.0,nM,5.23,Nc1ccc(Nc2ncnc3cc(N)ncc23)cc1
CHEMBL4446124,565.1,7.7,2.0,IC50,'=',36.0,nM,7.44,N#Cc1cnc2ccc(NC(=O)CC3CCSS3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1
CHEMBL4448712,480.54,4.04,0.0,IC50,'=',499.0,nM,6.3,C=CC(=O)N(c1ccc(F)c(C)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
CHEMBL4453748,500.96,4.38,1.0,IC50,'=',65.2,nM,7.19,C=CC(=O)N(c1ccc(F)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
CHEMBL4575697,489.58,3.6,0.0,IC50,'=',317.6,nM,6.5,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4451619,517.59,3.37,1.0,IC50,'=',54.99,nM,7.26,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCN(C)CC1
CHEMBL2316146,413.31,5.69,1.0,IC50,'=',7100.0,nM,5.15,COc1cc(/C=C2\CCC/C(=C\c3ccc(Br)cc3)C2=O)cc(OC)c1
CHEMBL7810,405.88,5.28,1.0,IC50,'=',4000.0,nM,5.4,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(CCc3ccccc3)c2c1
CHEMBL93181,330.19,4.14,0.0,IC50,'=',10.0,nM,8.0,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1
CHEMBL2337371,411.87,5.63,1.0,IC50,'=',30800.0,nM,4.51,CC(C)(C)C(=O)Nc1nc(Nc2cccc(F)c2)c2c(n1)[nH]c1cccc(Cl)c12
CHEMBL2337369,428.32,6.15,1.0,IC50,'=',58700.0,nM,4.23,CC(C)(C)C(=O)Nc1nc(Nc2ccc(Cl)cc2)c2c(n1)[nH]c1cccc(Cl)c12
CHEMBL274732,438.58,2.9,0.0,IC50,'=',930.0,nM,6.03,COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1
CHEMBL2448066,483.37,4.6,0.0,IC50,'=',100.0,nM,7.0,COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl
CHEMBL126974,387.44,4.63,0.0,IC50,'=',1100.0,nM,5.96,CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC
CHEMBL543669,331.8,3.41,0.0,IC50,'=',4000.0,nM,5.4,COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC.Cl
CHEMBL116853,478.35,4.12,0.0,IC50,'=',90.0,nM,7.05,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C
CHEMBL2110732,469.95,5.16,1.0,IC50,'=',6.0,nM,8.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
CHEMBL1092250,304.35,3.98,0.0,IC50,'=',42.0,nM,7.38,C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1
CHEMBL304929,305.34,3.37,0.0,IC50,'=',19.0,nM,7.72,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1
CHEMBL485745,289.31,4.2,0.0,IC50,'=',6300.0,nM,5.2,Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1
CHEMBL2325101,417.34,7.5,1.0,IC50,'=',50.0,nM,7.3,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl
CHEMBL2325099,378.48,6.2,1.0,IC50,'=',120.0,nM,6.92,COc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1
CHEMBL2325098,427.35,6.96,1.0,IC50,'=',710.0,nM,6.15,Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1
CHEMBL2325093,362.48,6.5,1.0,IC50,'=',200.0,nM,6.7,Cc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1
CHEMBL2325090,382.89,6.85,1.0,IC50,'=',680.0,nM,6.17,Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1
CHEMBL2325106,361.47,4.24,0.0,IC50,'=',160.0,nM,6.8,COc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1
CHEMBL4066845,474.95,4.56,0.0,IC50,'=',23.99,nM,7.62,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)o1
CHEMBL4089347,341.37,4.11,0.0,IC50,'=',15.69,nM,7.8,C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CO)o4)cc23)c1
CHEMBL3671558,514.36,4.4,1.0,IC50,'=',94.0,nM,7.03,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC1CCN(C(C)=O)C1
CHEMBL3671567,543.4,3.65,1.0,IC50,'=',1954.0,nM,5.71,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C1CCCN1
CHEMBL448154,412.28,4.92,0.0,IC50,'=',490.0,nM,6.31,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21
CHEMBL15346,520.66,4.75,1.0,IC50,'=',74.0,nM,7.13,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1
CHEMBL3040543,649.07,7.07,2.0,IC50,'=',14.61,nM,7.83,O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)CC(F)(F)F
CHEMBL60472,622.77,7.99,2.0,IC50,'=',3600.0,nM,5.44,COc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC)cc4n3C)n(C)c2c1
CHEMBL342828,521.38,3.43,1.0,IC50,'=',14.0,nM,7.85,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1
